,word,points,word_length
16789,STONIED,99,7
42827,STONIED,86,7
8661,STONIER,84,7
15752,STONIER,82,7
16934,STONIER,73,7
29834,STONIER,80,7
45242,STONIER,86,7
39712,STONIEST,77,8
18037,STONILY,72,7
22970,STONILY,80,7
55868,STONK,30,5
248,STOODEN,75,7
10937,STOOGED,77,7
54328,STOOLIE,78,7
2607,STOP,18,4
29839,STOPBANK,66,8
49057,STOPERS,82,7
50644,STORAGE,89,7
23524,STOSS,17,5
3582,STOTINOV,72,8
42738,STOTTED,69,7
25017,STOUNDED,72,8
19528,STOURIE,88,7
26707,STOUT,14,5
2371,STOVE,16,5
14007,STOVE,16,5
15700,STOVE,30,5
59398,STOVIES,92,7
8556,STOW,37,4
12193,STOW,51,4
21985,STOW,34,4
53972,STOW,36,4
1402,STOWND,30,6
11636,STOWNDED,88,8
11751,STOWS,44,5
24046,STRAD,34,5
26579,STRADDLE,65,8
8051,STRAFED,79,7
33565,STRAFFED,92,8
4723,STRAGGLE,66,8
10827,STRAIK,34,6
14069,STRAITEN,70,8
48658,STRAITLY,71,8
26547,STRAND,36,6
31824,STRANGE,77,7
57416,STRANGER,80,8
58181,STRATUMS,80,8
46361,STRAUNGE,68,8
5683,STRAWEN,91,7
13995,STRAWIER,76,8
56493,STREEL,12,6
32523,STREELED,131,8
13287,STREETED,60,8
49630,STRELITZ,98,8
8963,STREPENT,33,8
53156,STRETCH,48,7
15938,STREWAGE,66,8
32228,STREWN,50,6
21574,STRIA,38,5
7633,STRIATA,11,7
25538,STRIATED,80,8
25594,STRIATES,77,8
34557,STRIATION,72,9
15525,STRIATUM,65,8
3828,STRICHES,66,8
39983,STRICTER,83,8
25617,STRIDLING,61,9
23662,STRIFE,35,6
33518,STRIGINE,74,8
50403,STRIKE,49,6
53881,STRIKER,92,7
13635,STRINES,69,7
44496,STRING,40,6
34631,STRINGED,70,8
44499,STRINGIER,30,9
35408,STRIP,36,5
43496,STRIPIER,61,8
38123,STROBED,88,7
60269,STROBED,75,7
31569,STROKEN,92,7
49531,STROMAL,74,7
12162,STROMB,29,6
25856,STRONGER,68,8
47286,STRONGER,68,8
27558,STRONGLY,94,8
432,STRONTIC,86,8
28972,STROUPAN,86,8
34737,STROWED,87,7
5885,STROWING,98,8
42574,STROWN,34,6
14422,STRUDEL,66,7
22904,STRUNT,21,6
10395,STRUNTS,79,7
18533,STUB,31,4
39506,STUB,48,4
25539,STUBBIES,86,8
44152,STUBBLE,97,7
6276,STUD,10,4
42430,STUDE,32,5
31910,STUDENT,79,7
37021,STUDENTRY,68,9
43291,STUFFED,89,7
34293,STUNK,27,5
46083,STUNNER,14,7
3298,STUNNERS,68,8
42047,STUNT,22,5
8947,STUNTED,78,7
55321,STUPEFY,82,7
20260,STURDIER,68,8
57718,STURDIER,60,8
35890,STURDILY,94,8
51749,STURGEON,80,8
57331,STURGEON,86,8
30889,STURNOID,122,8
46369,STURT,22,5
9222,STY,29,3
42319,STY,55,3
39009,STYE,28,4
22069,STYGIAN,80,7
14451,STYLE,35,5
14294,STYLISE,78,7
19208,STYLISED,71,8
3334,STYLISER,62,8
56607,STYLO,72,5
33738,STYLUSES,86,8
25,STYMED,81,6
2081,STYMIED,101,7
49429,STYTE,40,5
34438,SUASIBLE,83,8
47247,SUASION,66,7
58648,SUAVEST,78,7
24902,SUB,22,3
25987,SUBA,37,4
50413,SUBA,51,4
16736,SUBACRID,68,8
26299,SUBAGENT,90,8
9674,SUBAREA,73,7
8726,SUBDEALER,92,9
39799,SUBDEAN,90,7
19832,SUBDEW,34,6
41391,SUBERIN,94,7
58478,SUBGRADE,94,8
4641,SUBHEADS,80,8
23153,SUBLATE,82,7
45814,SUBLEASE,40,8
35052,SUBMENU,72,7
48154,SUBNICHE,86,8
33648,SUBNODAL,88,8
7902,SUBPAR,39,6
2851,SUBSIDE,80,7
17808,SUBTEEN,77,7
20686,SUBTEND,82,7
56651,SUBTENSE,64,8
25808,SUBTIDAL,76,8
51546,SUBTIDAL,70,8
41083,SUBTONE,74,7
26371,SUBWAY,36,6
315,SUCCI,25,5
31082,SUCCI,30,5
41751,SUCCORY,80,7
12300,SUCK,43,4
2240,SUD,26,3
24780,SUDATORY,71,8
21930,SUDD,26,4
4426,SUDORAL,90,7
34174,SUDORAL,75,7
3083,SUDS,14,4
13082,SUDSIER,100,7
2072,SUE,13,3
46990,SUE,33,3
35932,SUED,15,4
33100,SUEDE,28,5
29412,SUENT,26,5
52193,SUER,15,4
49310,SUES,11,4
47834,SUETIER,76,7
56300,SUETIER,69,7
50151,SUETTIER,67,8
26996,SUFFICER,90,8
57453,SUG,26,3
20274,SUGAN,72,5
9736,SUGH,26,4
36267,SUGH,30,4
38752,SUGH,43,4
46865,SUGH,24,4
8110,SUI,21,3
11093,SUI,10,3
11953,SUI,17,3
12772,SUI,11,3
19762,SUI,22,3
19984,SUI,3,3
21061,SUI,15,3
48489,SUI,32,3
50743,SUI,8,3
53007,SUI,28,3
5054,SUID,33,4
42772,SUING,28,5
1951,SUIT,19,4
2588,SUIT,30,4
51845,SUITABLE,83,8
7120,SUITE,35,5
37181,SUITE,27,5
6625,SUITING,71,7
15268,SUIVANTE,74,8
27708,SUJEE,42,5
49533,SUK,27,3
19098,SULCATE,69,7
16341,SULFIDES,94,8
45850,SULFO,46,5
20765,SULFONE,79,7
32595,SULFONE,84,7
12686,SULFURET,86,8
18837,SULK,32,4
45479,SULKIER,86,7
13934,SULPH,41,5
41112,SULTRIER,60,8
59262,SULTRIER,61,8
58615,SULU,24,4
45235,SUM,20,3
59533,SUMP,46,4
30439,SUMPTERS,110,8
49174,SUNBELTS,68,8
22002,SUNDIAL,79,7
10223,SUNDOG,30,6
8792,SUNDRILY,94,8
33435,SUNG,26,4
15063,SUNGAZER,71,8
56281,SUNI,13,4
59848,SUNI,22,4
60228,SUNN,22,4
14836,SUNRISE,78,7
49133,SUNSHINE,87,8
28956,SUNSTAR,69,7
24817,SUNTRAP,73,7
29965,SUNWARDS,66,8
29794,SUPER,24,5
14280,SUPERATE,90,8
55124,SUPERHOT,78,8
53520,SUPERJET,69,8
8232,SUPERMAN,64,8
51063,SUPERMEN,76,8
25151,SUPERNAL,70,8
42129,SUPINATE,70,8
52298,SUPINATE,76,8
19163,SUPPLEST,94,8
50241,SUPPORT,44,7
30927,SUPREMA,75,7
923,SUQ,24,3
5468,SUQ,32,3
6130,SUQ,29,3
12065,SUQ,40,3
13392,SUQ,32,3
14713,SUQ,47,3
15451,SUQ,32,3
15847,SUQ,40,3
15902,SUQ,12,3
16855,SUQ,51,3
17583,SUQ,45,3
21669,SUQ,36,3
27652,SUQ,26,3
28409,SUQ,44,3
30834,SUQ,38,3
31987,SUQ,22,3
35667,SUQ,12,3
44817,SUQ,24,3
47789,SUQ,39,3
47947,SUQ,39,3
48025,SUQ,32,3
49100,SUQ,47,3
49352,SUQ,50,3
50293,SUQ,33,3
56242,SUQ,24,3
56381,SUQ,47,3
59113,SUQ,37,3
60001,SUQ,34,3
18985,SUQS,53,4
39026,SURA,30,4
51449,SURAHS,20,6
32372,SURAT,38,5
5735,SURCEASE,83,8
1473,SURCOAT,94,7
27386,SURELY,26,6
48248,SURETY,39,6
52693,SURF,34,4
46507,SURFACE,93,7
18247,SURFACED,88,8
46510,SURFACEMEN,51,10
20600,SURFEIT,84,7
31757,SURFEIT,85,7
25866,SURFSIDE,62,8
30507,SURGENT,81,7
15099,SURGEON,66,7
12827,SURGERY,100,7
43704,SURGIEST,80,8
14355,SURLILY,83,7
16890,SURMISE,36,7
15147,SURNAMED,79,8
2883,SURPLUS,79,7
47743,SURREINED,74,9
21342,SURTITLE,131,8
47689,SURVEY,39,6
41900,SUSPENCE,76,8
46626,SUSU,22,4
18880,SUTLERS,85,7
55998,SUTLERS,86,7
23377,SUTORIAN,77,8
52789,SUTTA,15,5
24972,SUTTEE,33,6
771,SUTTEES,75,7
53112,SUTURAL,67,7
23276,SUZERAIN,124,8
4112,SVARAJ,51,6
24680,SVELTER,87,7
35774,SVELTER,87,7
30851,SWAB,24,4
49478,SWAB,41,4
1315,SWAD,34,4
33158,SWADDY,33,6
2922,SWAGGED,26,7
30235,SWAIL,36,5
24068,SWAIN,47,5
22875,SWALING,77,7
4682,SWAM,18,4
2575,SWAMIES,79,7
27405,SWAMPED,92,7
28044,SWAN,26,4
33258,SWANK,55,5
8689,SWANKIER,84,8
15426,SWANNED,78,7
44222,SWANNED,78,7
39645,SWANNIE,82,7
13341,SWAPT,10,5
36598,SWARF,40,5
43582,SWARMER,84,7
47833,SWARTY,51,6
58168,SWARVE,38,6
21832,SWARVES,105,7
58467,SWASTICA,76,8
22369,SWAT,35,4
19576,SWATHS,41,6
38933,SWAYBACK,73,8
24794,SWEALING,76,8
45427,SWEAT,36,5
34193,SWEATED,83,7
57689,SWEATIER,39,8
52009,SWEATY,46,6
11125,SWEE,31,4
54003,SWEE,27,4
25608,SWEEING,90,7
57830,SWEELED,90,7
43171,SWEERT,38,6
43876,SWEETED,94,7
35848,SWEETING,80,8
2686,SWEETVELDS,68,10
54763,SWEIRT,34,6
94,SWEPT,51,5
38646,SWEPT,42,5
33672,SWERF,49,5
20075,SWEVEN,40,6
28051,SWEVEN,30,6
25135,SWEVENS,107,7
26167,SWEY,35,4
33891,SWEY,45,4
45321,SWEY,60,4
25330,SWIFT,45,5
27857,SWIFT,32,5
29288,SWIFT,45,5
13128,SWIFTERS,78,8
72,SWIG,29,4
11432,SWILLED,80,7
10658,SWIM,31,4
52038,SWIM,50,4
54467,SWINDLER,78,8
40667,SWINE,42,5
46141,SWINES,49,6
4901,SWIPE,53,5
29035,SWIPE,55,5
10029,SWIPLES,74,7
11518,SWIRL,36,5
26876,SWIRL,29,5
57471,SWIRLIER,62,8
12032,SWISHER,83,7
42349,SWITCHER,72,8
3722,SWIVED,26,6
19008,SWIVEL,45,6
60301,SWIVELED,66,8
40828,SWIVET,36,6
58583,SWIVET,24,6
15988,SWIZ,54,4
58309,SWIZ,39,4
60212,SWIZ,50,4
8001,SWOB,44,4
2383,SWOLN,38,5
47203,SWOOP,36,5
59585,SWOP,30,4
13911,SWORD,37,5
27008,SWORE,16,5
11434,SWORN,36,5
15820,SWOT,31,4
17498,SWOTTER,71,7
5786,SWOUN,30,5
27255,SWOUN,33,5
52100,SWOUNE,26,6
32792,SWUM,43,4
1835,SWUNG,39,5
9943,SWUNG,32,5
26581,SWUNG,22,5
29830,SWUNG,34,5
2152,SWY,27,3
27986,SWY,28,3
34914,SWY,45,3
36329,SWY,39,3
50395,SWY,27,3
46000,SYBARITE,84,8
40556,SYBOE,20,5
53444,SYBOW,60,5
19157,SYCE,38,4
38576,SYCON,30,5
49540,SYE,26,3
29887,SYEN,26,4
52706,SYENITES,86,8
10278,SYKE,54,4
21884,SYLVA,69,5
59283,SYLVIN,33,6
19725,SYLVINE,85,7
19072,SYMBIONT,82,8
50913,SYMBIOT,51,7
52516,SYMBIOT,101,7
27882,SYNAPTE,80,7
2695,SYNC,42,4
23830,SYNC,29,4
12603,SYNCED,39,6
30463,SYNCHED,111,7
16342,SYNCYTIA,82,8
17375,SYND,35,4
30867,SYND,46,4
53127,SYNDETIC,98,8
47052,SYNE,13,4
39115,SYNOD,30,5
14395,SYNODIC,92,7
22924,SYNONYME,88,8
39369,SYNOVIA,82,7
3277,SYNTH,45,5
42560,SYNTH,48,5
15827,SYNTHASE,92,8
24370,SYPE,39,4
37285,SYPH,49,4
41404,SYPH,39,4
44574,SYRETTE,81,7
17596,SYRINXES,107,8
32296,SYVER,56,5
28281,SYVERS,34,6
5853,TA,13,2
12314,TA,8,2
19158,TA,15,2
30658,TA,9,2
42727,TA,24,2
51804,TA,14,2
55561,TA,13,2
59040,TA,17,2
24208,TAATA,26,5
27404,TAATA,21,5
29531,TAATAS,26,6
6890,TAB,24,3
40753,TAB,22,3
8597,TABANID,24,7
35299,TABEFIED,78,8
7599,TABER,50,5
9903,TABERED,73,7
8349,TABERING,86,8
10725,TABERING,86,8
11966,TABERING,83,8
3375,TABETIC,72,7
8100,TABI,26,4
13470,TABI,25,4
16652,TABID,24,5
19436,TABID,33,5
34502,TABID,24,5
43749,TABID,24,5
46496,TABID,22,5
6752,TABINET,36,7
18354,TABLE,28,5
29100,TABLELAND,72,9
40445,TABLETED,94,8
47975,TABLETING,86,9
51634,TABLIER,74,7
49146,TABLIERS,68,8
39877,TABLING,73,7
24792,TABLINGS,94,8
42055,TABLOIDY,80,8
13612,TABOO,32,5
8679,TABORED,95,7
36377,TABORER,71,7
14241,TABORERS,76,8
26952,TABORETS,83,8
23245,TABORIN,82,7
40595,TABORIN,83,7
13446,TABORINE,82,8
54252,TABORINE,83,8
22412,TABOULI,18,7
25370,TABOULI,82,7
24676,TABOURET,63,8
15556,TABS,27,4
41971,TABS,59,4
46128,TABUING,104,7
36509,TABULAE,69,7
44086,TABULAR,74,7
15569,TABULIS,64,7
25892,TABUN,28,5
38914,TABUN,26,5
13917,TACAN,18,5
45746,TACHISTE,98,8
20877,TACHO,41,5
12777,TACKED,30,6
28966,TACKLER,83,7
44234,TACONITE,85,8
15004,TACT,28,4
23450,TACT,22,4
23778,TACT,11,4
10054,TAD,20,3
12402,TAD,21,3
27280,TAD,17,3
27443,TAD,18,3
28154,TAD,12,3
29570,TAD,32,3
41433,TAD,25,3
55849,TAD,12,3
48245,TADPOLES,62,8
9257,TAE,18,3
9409,TAE,20,3
14356,TAE,18,3
23446,TAED,10,4
29784,TAED,25,4
12984,TAEDIUM,95,7
40124,TAEDIUMS,94,8
25395,TAENIA,24,6
1345,TAENIAE,68,7
9330,TAENIAE,22,7
22946,TAENIAE,68,7
41160,TAENIAE,16,7
48429,TAENIAE,14,7
53687,TAENIAE,64,7
56945,TAENIAE,69,7
20625,TAENITE,81,7
41555,TAENITE,83,7
6782,TAFFEREL,102,8
7345,TAFIA,38,5
10874,TAFIA,39,5
37826,TAFIA,28,5
46749,TAFIA,16,5
53009,TAFIA,28,5
10976,TAG,8,3
15790,TAG,7,3
25421,TAG,17,3
6077,TAGGEE,34,6
36714,TAGGING,40,7
49005,TAGGY,33,5
50535,TAGGY,33,5
1710,TAGHAIRM,80,8
27916,TAGINE,34,6
26291,TAGLESS,80,7
51469,TAGLINE,81,7
21603,TAGLINES,95,8
15686,TAGLIONI,72,8
21347,TAGLIONI,77,8
53202,TAGMA,36,5
32492,TAGRAG,27,6
42836,TAGS,38,4
54550,TAHA,40,4
59498,TAHINA,51,6
28895,TAHR,30,4
44996,TAHR,19,4
34157,TAHRS,29,5
21540,TAHSILS,85,7
21647,TAI,15,3
25192,TAI,21,3
28499,TAI,23,3
24604,TAIAHA,23,6
44905,TAIAHA,30,6
7495,TAIG,24,4
12636,TAIG,20,4
37827,TAIG,26,4
50203,TAIG,22,4
28040,TAIGAS,33,6
27656,TAIGLED,22,7
8940,TAIHOA,43,6
53676,TAIHOA,22,6
15764,TAIL,19,4
51186,TAILBONE,70,8
2813,TAILER,37,6
10732,TAILER,24,6
17463,TAILER,16,6
6949,TAILERON,61,8
7156,TAILERON,74,8
32092,TAILERON,60,8
35950,TAILERON,68,8
36918,TAILERS,72,7
1536,TAILING,83,7
41685,TAILINGS,72,8
8323,TAILLEUR,70,8
15634,TAILOR,24,6
49188,TAILOR,20,6
12383,TAILORED,10,8
5843,TAILORESS,66,9
13526,TAILRACE,76,8
35353,TAILRACE,78,8
41762,TAILSKID,89,8
26866,TAILYE,26,6
49304,TAILZIE,83,7
22771,TAIN,18,4
24130,TAIN,14,4
33007,TAIN,25,4
56507,TAINTING,80,8
7471,TAINTURE,74,8
29785,TAISHES,99,7
5334,TAIT,29,4
49760,TAITS,15,5
11866,TAIVERED,64,8
35836,TAIVERS,74,7
2502,TAJ,36,3
5657,TAJ,36,3
9517,TAJ,18,3
10571,TAJ,20,3
10964,TAJ,43,3
12835,TAJ,43,3
13888,TAJ,42,3
15808,TAJ,35,3
17900,TAJ,30,3
20019,TAJ,40,3
21222,TAJ,54,3
22401,TAJ,20,3
24000,TAJ,40,3
24818,TAJ,18,3
25480,TAJ,44,3
26931,TAJ,19,3
28614,TAJ,29,3
32036,TAJ,38,3
33836,TAJ,26,3
33938,TAJ,10,3
34696,TAJ,44,3
36964,TAJ,26,3
38865,TAJ,55,3
39470,TAJ,35,3
39503,TAJ,33,3
40430,TAJ,36,3
43200,TAJ,22,3
44133,TAJ,51,3
44966,TAJ,37,3
45786,TAJ,33,3
47304,TAJ,40,3
47736,TAJ,57,3
48169,TAJ,21,3
49015,TAJ,57,3
50839,TAJ,26,3
59390,TAJ,35,3
59482,TAJ,30,3
10771,TAJES,46,5
7734,TAJINE,63,6
12570,TAK,36,3
12958,TAK,28,3
39995,TAK,7,3
5782,TAKAHE,54,6
10626,TAKE,35,4
15076,TAKEAWAY,65,8
18107,TAKEOUTS,72,8
26088,TAKHI,35,5
51329,TAKHI,36,5
42158,TAKI,34,4
57804,TAKING,36,6
42785,TALA,34,4
55765,TALA,21,4
7912,TALANT,21,6
33184,TALANTS,83,7
14569,TALAQ,34,5
18477,TALAQ,28,5
20078,TALAQ,37,5
21240,TALAQ,26,5
25793,TALAQ,48,5
27086,TALAQ,37,5
28054,TALAQ,45,5
29810,TALAQ,68,5
35864,TALAQ,30,5
39839,TALAQ,36,5
43619,TALAQ,28,5
53966,TALAQ,28,5
55507,TALAQ,26,5
55803,TALAQ,66,5
60205,TALAQ,47,5
15748,TALAQS,15,6
24783,TALARIA,73,7
13297,TALAUNT,61,7
7336,TALBOT,20,6
3476,TALCS,38,5
3726,TALEA,38,5
11503,TALEAE,29,6
13073,TALEAE,22,6
17191,TALEAE,14,6
41423,TALEAE,23,6
55580,TALEAE,22,6
3440,TALENTED,68,8
49817,TALENTED,74,8
6224,TALESMEN,70,8
4600,TALI,29,4
44683,TALION,29,6
31400,TALIONS,81,7
37916,TALIONS,63,7
20798,TALIPAT,98,7
31648,TALIPAT,66,7
3566,TALIPEDS,92,8
31886,TALIPOT,71,7
41179,TALIPOT,84,7
46473,TALIPOT,36,7
59627,TALIPOT,66,7
25220,TALKER,33,6
30186,TALKS,38,5
22857,TALLAGED,61,8
31193,TALLAGED,61,8
23227,TALLIER,80,7
49037,TALLITOT,59,8
1849,TALLOW,30,6
54296,TALLS,25,5
37460,TALLYHOED,70,9
22018,TALMA,21,5
13536,TALMUDIC,65,8
30526,TALON,23,5
38121,TALONED,72,7
18859,TALPA,27,5
16677,TALUKA,24,6
38567,TALWEG,42,6
17095,TAM,18,3
43073,TAM,23,3
53613,TAM,26,3
57051,TAM,23,3
44724,TAMAL,37,5
59975,TAMANDU,72,7
41687,TAMANDUA,62,8
3295,TAMANUS,36,7
27848,TAMARIS,89,7
3412,TAMELESS,40,8
57848,TAMELESS,72,8
49647,TAMELY,36,6
34998,TAMENESS,131,8
893,TAMINES,73,7
20233,TAMINES,79,7
23348,TAMINES,83,7
56684,TAMING,30,6
42866,TAMIS,21,5
47464,TAMOXIFEN,70,9
52743,TAMPED,30,6
14269,TAMPER,40,6
5789,TAMPERED,84,8
59175,TAMPING,76,7
8113,TAMPINGS,71,8
5320,TAN,18,3
15123,TAN,20,3
24805,TANA,25,4
35658,TANA,22,4
26625,TANADARS,70,8
55379,TANADARS,78,8
45475,TANAISTE,72,8
6221,TANBARK,80,7
26889,TANE,18,4
57899,TANE,21,4
56484,TANG,26,4
5596,TANGENCE,64,8
42198,TANGENCE,70,8
32563,TANGENCY,82,8
1184,TANGIBLE,61,8
12582,TANGIBLE,89,8
21533,TANGIE,18,6
33505,TANGLER,75,7
27637,TANGLERS,62,8
622,TANGLY,14,6
16088,TANGO,19,5
54674,TANGOED,69,7
9328,TANGOING,70,8
60337,TANGOLIKE,102,9
3972,TANH,21,4
9738,TANH,50,4
40151,TANH,32,4
40249,TANH,33,4
45717,TANH,42,4
56025,TANK,24,4
57106,TANK,26,4
17572,TANKA,45,5
17129,TANKARD,83,7
6554,TANKARDS,64,8
31969,TANKIES,92,7
34966,TANKY,54,5
56803,TANKY,34,5
57775,TANKY,36,5
16465,TANLING,78,7
35409,TANNATE,68,7
13882,TANNATES,82,8
56780,TANNERS,74,7
59065,TANNIN,18,6
27974,TANNISH,84,7
32103,TANSIES,77,7
53087,TANTIVY,39,7
6456,TANTO,16,5
6895,TANUKI,33,6
6281,TAO,14,3
27948,TAO,20,3
49769,TAO,20,3
52163,TAO,12,3
60303,TAO,11,3
43293,TAONGAS,81,7
43185,TAP,32,3
13138,TAPA,23,4
20128,TAPADERO,63,8
26989,TAPADERO,62,8
12306,TAPE,21,4
1754,TAPELIKE,71,8
33167,TAPENADE,80,8
60056,TAPENADE,36,8
47268,TAPER,34,5
20935,TAPETA,33,6
57366,TAPETA,15,6
11073,TAPETED,30,7
9110,TAPETIS,83,7
35919,TAPHOLE,79,7
41787,TAPIROID,84,8
33465,TAPSTRY,107,7
14910,TAPU,31,4
43370,TAPU,27,4
55343,TAPU,27,4
59518,TAPU,22,4
54030,TAQUERIA,101,8
56866,TAQUERIA,126,8
3678,TAR,20,3
6564,TAR,19,3
36650,TAR,9,3
48328,TAR,15,3
11735,TARANDS,86,7
5337,TARCELS,76,7
10756,TARDIED,93,7
46017,TARDIER,78,7
36311,TARDY,11,5
3467,TARDYON,100,7
25678,TARDYONS,74,8
6795,TARE,21,4
19673,TARE,6,4
10375,TARGAS,24,6
19732,TARGET,24,6
35689,TARLETAN,59,8
59940,TARLETAN,60,8
18705,TARN,8,4
40183,TARN,12,4
35996,TARO,32,4
9761,TAROC,30,5
38682,TAROC,20,5
1284,TARP,40,4
2018,TARP,46,4
31719,TARP,40,4
58582,TARP,39,4
25155,TARPONS,77,7
40766,TARRE,7,5
38179,TARRIED,75,7
46850,TARRIED,67,7
38337,TARRING,64,7
39502,TARRING,77,7
54575,TARROW,30,6
35247,TARS,19,4
49921,TARS,15,4
44214,TARSEAL,84,7
22077,TARSIA,26,6
36457,TARSIA,23,6
40113,TARSIER,79,7
47547,TARSIER,82,7
5313,TARSIERS,82,8
35866,TARSIOID,70,8
9154,TART,27,4
5137,TARTANED,60,8
38518,TARTANS,70,7
35302,TARTARIC,64,8
45225,TARTARS,62,7
59162,TARTILY,71,7
13327,TARTINE,98,7
18596,TARTINE,73,7
24055,TARTINE,66,7
46660,TARTINE,71,7
3352,TARTING,80,7
42878,TARTRATE,68,8
16140,TARTUFOS,75,8
43260,TARZAN,48,6
46084,TASBIH,13,6
31461,TASE,18,4
52528,TASERING,86,8
38632,TASHING,83,7
733,TASLETS,8,7
290,TAT,23,3
3588,TAT,12,3
16055,TAT,20,3
58644,TAT,15,3
3099,TATAMI,32,6
9418,TATAMI,39,6
13214,TATAMI,35,6
471,TATE,15,4
30744,TATE,17,4
35364,TATE,22,4
59934,TATE,22,4
47452,TATER,44,5
36715,TATH,23,4
30683,TATOU,18,5
33430,TATOU,16,5
58600,TATOU,21,5
17402,TATOUAY,20,7
21762,TATSOI,23,6
4818,TATT,21,4
21798,TATTED,18,6
25102,TATTIER,28,7
10199,TATTOOER,60,8
9780,TATTOW,30,6
17816,TATTY,24,5
46304,TATTY,24,5
46412,TATTY,16,5
46878,TATTY,16,5
34461,TATU,20,4
32310,TAU,8,3
47579,TAU,22,3
48354,TAU,9,3
33187,TAUBE,27,5
34852,TAUBE,20,5
46053,TAUHINU,30,7
18462,TAUHOU,39,6
24093,TAUHOU,22,6
2698,TAUIWI,29,6
22444,TAUIWI,18,6
31255,TAUIWI,34,6
37362,TAUIWI,13,6
48104,TAUIWI,16,6
53068,TAUIWI,19,6
35511,TAUNTED,70,7
42773,TAUNTER,16,7
8559,TAUON,10,5
31348,TAUPE,23,5
52683,TAUPE,19,5
59701,TAUPE,16,5
218,TAUPES,40,6
10640,TAUPIE,23,6
25361,TAUPIE,35,6
29711,TAUPIE,32,6
32629,TAUPIE,29,6
24749,TAUREAN,65,7
50859,TAUREAN,81,7
58495,TAURIC,29,6
9925,TAURINE,77,7
30714,TAURINE,64,7
3894,TAUT,37,4
6165,TAUT,12,4
55189,TAUT,27,4
43738,TAUTEN,14,6
16283,TAUTENED,74,8
40593,TAUTENED,68,8
31636,TAUTING,22,7
44956,TAUTOMER,82,8
896,TAV,17,3
5916,TAV,30,3
6048,TAV,29,3
11388,TAV,24,3
12143,TAV,34,3
14531,TAV,14,3
20976,TAV,6,3
22629,TAV,31,3
22672,TAV,25,3
22879,TAV,21,3
28188,TAV,18,3
31385,TAV,35,3
31581,TAV,14,3
31912,TAV,22,3
37297,TAV,35,3
37449,TAV,12,3
47521,TAV,19,3
48396,TAV,35,3
49493,TAV,12,3
56072,TAV,39,3
56074,TAV,14,3
3507,TAVA,22,4
55346,TAVA,18,4
20389,TAVAH,33,5
32460,TAVAH,22,5
40056,TAVAH,42,5
47915,TAVAH,30,5
48148,TAVAHS,48,6
14649,TAVER,20,5
32437,TAVER,23,5
48458,TAVER,37,5
3849,TAVERING,86,8
18820,TAVERN,27,6
34104,TAVERNA,79,7
1694,TAVERNS,100,7
14688,TAVERNS,85,7
4583,TAVERT,18,6
37428,TAVERT,39,6
17561,TAVS,37,4
2126,TAWA,21,4
8793,TAWA,46,4
56199,TAWA,27,4
54259,TAWAI,33,5
11145,TAWDRIES,66,8
45399,TAWED,27,5
9553,TAWER,11,5
58245,TAWER,27,5
37319,TAWHIRI,26,7
47807,TAWIE,34,5
58531,TAWIE,27,5
43418,TAWNEY,47,6
44350,TAWNIER,77,7
7459,TAWNY,34,5
17448,TAWT,37,4
1920,TAX,45,3
5982,TAX,41,3
7843,TAX,30,3
16317,TAX,51,3
21413,TAX,40,3
25576,TAX,33,3
25668,TAX,46,3
25868,TAX,40,3
33359,TAX,41,3
35604,TAX,29,3
40834,TAX,56,3
42728,TAX,10,3
49102,TAX,67,3
52258,TAX,57,3
6284,TAXA,27,4
7272,TAXA,16,4
17648,TAXA,50,4
17728,TAXA,38,4
17793,TAXA,22,4
23692,TAXA,42,4
29358,TAXA,39,4
34582,TAXA,44,4
39027,TAXA,27,4
54038,TAXA,31,4
58637,TAXA,41,4
42522,TAXATION,69,8
24997,TAXED,49,5
28416,TAXED,13,5
30067,TAXED,30,5
10053,TAXEME,59,6
53637,TAXEMIC,98,7
57811,TAXERS,42,6
475,TAXI,48,4
20885,TAXI,48,4
25022,TAXI,22,4
29953,TAXI,51,4
32211,TAXI,33,4
36114,TAXI,37,4
37412,TAXI,32,4
39110,TAXI,39,4
47852,TAXI,33,4
51337,TAXICAB,26,7
18292,TAXIED,30,6
55359,TAXIED,72,6
59176,TAXIES,63,6
16268,TAXIING,30,7
59736,TAXIMEN,75,7
36900,TAXING,15,6
41188,TAXING,33,6
15394,TAXIS,35,5
29193,TAXIS,38,5
44196,TAXITE,16,6
5365,TAXOL,41,5
6767,TAXOL,28,5
29117,TAXON,57,5
13029,TAXOR,36,5
1816,TAXUS,39,5
5577,TAXUS,54,5
42857,TAXUS,40,5
38842,TAXWISE,90,7
41920,TAXYING,126,7
1949,TAY,34,3
7939,TAY,36,3
46777,TAY,30,3
2460,TE,2,2
11021,TE,13,2
12194,TE,22,2
21725,TE,10,2
29836,TE,29,2
33557,TE,6,2
33560,TE,13,2
43573,TE,9,2
45345,TE,14,2
51434,TE,19,2
59309,TE,14,2
684,TEA,19,3
4821,TEA,9,3
6442,TEA,18,3
18330,TEA,18,3
57200,TEA,21,3
21198,TEABOWLS,83,8
18339,TEACART,69,7
51556,TEACH,39,5
10979,TEACHER,83,7
15206,TEAD,24,4
37865,TEAD,33,4
43828,TEAED,24,5
7240,TEAHOUSE,70,8
26022,TEAING,18,6
44904,TEAING,18,6
32402,TEAKWOOD,98,8
47657,TEALIKE,82,7
40272,TEAM,33,4
47338,TEAM,32,4
24832,TEAMED,18,6
